,TRNUNT,TRNPI1,TRNPQ1,EquipmentID,min_odo,max_odo,median_odo,odo_change,Count
577,2093,ULSD,5941.07,2093,52.1,42626.2,25494.2,42574.1,3891.0
578,2094,ULSD,6320.400000000003,2094,466.9,44719.2,26976.4,44252.299999999996,3648.0
579,2095,ULSD,6002.109999999999,2095,18.4,46119.2,27743.2,46100.799999999996,3337.0
580,2096,ULSD,6504.440000000006,2096,1223.0,45105.9,27256.4,43882.9,4306.0
581,2097,ULSD,4589.37,2097,4556.3,35443.4,19755.45,30887.100000000002,3042.0
582,2098,ULSD,5028.93,2098,3210.9,37528.6,19141.65,34317.7,3190.0
583,2099,ULSD,3471.7099999999996,2099,0.0,26146.6,14612.8,26146.6,2394.0
584,2100,ULSD,3520.8499999999985,2100,23.7,26055.6,13060.0,26031.899999999998,2652.0
585,2101,ULSD,4872.209999999999,2101,64.9,34527.8,17878.9,34462.9,3374.0
586,2102,ULSD,5109.380000000001,2102,13.0,36985.6,18518.2,36972.6,3471.0
587,2103,ULSD,4896.92,2103,444.2,35705.2,17461.8,35261.0,3707.0
588,2104,ULSD,3461.55,2104,452.8,25626.2,12652.6,25173.4,2882.0
589,2105,ULSD,4713.52,2105,14.0,34340.1,15516.5,34326.1,4544.0
590,2106,ULSD,4495.53,2106,3807.7,34511.6,17518.75,30703.899999999998,4284.0
591,2107,ULSD,4135.38,2107,337.4,30783.2,14274.3,30445.8,3078.0
592,2108,ULSD,3937.17,2108,1367.3,29931.1,16432.9,28563.8,3031.0
593,2109,ULSD,4556.54,2109,3436.3,31922.4,17498.6,28486.100000000002,3890.0
594,2110,ULSD,4568.38,2110,16.3,32934.4,16586.45,32918.1,3496.0
595,2111,ULSD,4672.670000000001,2111,3992.0,33659.6,18383.85,29667.6,2594.0
596,2112,ULSD,3525.2299999999996,2112,558.9,26134.3,12945.1,25575.399999999998,2584.0
597,2113,ULSD,4436.550000000002,2113,445.5,31402.0,15042.0,30956.5,3285.0
598,2114,ULSD,3598.9500000000003,2114,445.6,25536.6,13262.7,25091.0,3042.0
599,2115,ULSD,4018.3500000000004,2115,444.6,30084.2,15078.3,29639.600000000002,2645.0
600,2116,ULSD,4066.9200000000005,2116,444.9,27535.1,13784.5,27090.199999999997,2953.0
601,2117,ULSD,2970.49,2117,451.0,22659.7,11315.3,22208.7,4566.0
602,2118,ULSD,3508.8999999999996,2118,456.4,25078.2,12899.9,24621.8,3756.0
603,2119,ULSD,3743.7900000000004,2119,447.1,27651.1,13065.2,27204.0,3329.0
604,2120,ULSD,3572.4700000000007,2120,14.7,24846.2,12321.95,24831.5,2439.0
605,2121,ULSD,2743.9,2121,459.3,19079.0,9445.400000000001,18619.7,1982.0
606,2122,ULSD,3249.979999999999,2122,440.5,19797.1,9088.2,19356.6,2525.0
608,2124,ULSD,2872.6200000000003,2124,440.8,20536.6,8977.1,20095.8,2238.0
609,2125,ULSD,4203.900000000001,2125,445.0,28428.5,13435.9,27983.5,1919.0
610,2126,ULSD,3349.55,2126,453.9,23743.8,12381.4,23289.899999999998,2626.0
611,2127,ULSD,4672.340000000001,2127,924.4,32051.1,15635.5,31126.699999999997,3359.0
612,2128,ULSD,3952.379999999999,2128,672.8,28868.7,14537.7,28195.9,2614.0
613,2129,ULSD,3193.74,2129,439.8,23920.8,11482.45,23481.0,2282.0
614,2130,ULSD,4822.920000000002,2130,728.3,40205.9,18868.4,39477.6,3548.0
615,2131,ULSD,4356.28,2131,950.7,32549.0,16422.75,31598.3,2816.0
617,2133,ULSD,4486.210000000002,2133,3317.3,33550.2,22927.9,30232.899999999998,2260.0
618,2134,ULSD,3590.1200000000017,2134,0.0,20674.2,13315.2,20674.2,1180.0
619,2135,ULSD,4690.079999999999,2135,4161.8,32459.5,22776.5,28297.7,1697.0
620,2136,ULSD,3689.7400000000002,2136,2300.3,25026.9,16734.3,22726.600000000002,1364.0
621,2137,ULSD,3397.07,2137,5756.7,23094.5,14742.3,17337.8,2652.0
622,2138,ULSD,4621.34,2138,12760.3,32110.6,21537.1,19350.3,2362.0
623,2139,ULSD,2736.91,2139,6808.4,22207.8,14277.1,15399.4,1982.0
624,2140,ULSD,5104.719999999999,2140,14219.1,35459.7,24617.1,21240.6,1814.0
625,2141,ULSD,3294.8300000000004,2141,1893.3,24463.4,15954.4,22570.100000000002,1865.0
626,2142,ULSD,3651.5299999999997,2142,7557.6,26014.5,17815.6,18456.9,1486.0
627,2143,ULSD,3043.3300000000004,2143,57.5,21928.0,13004.45,21870.5,1880.0
628,2144,ULSD,4193.6900000000005,2144,23015.0,29730.6,28767.6,6715.5999999999985,160.0
629,2145,ULSD,2806.0200000000004,2145,7680.4,18959.9,7680.4,11279.500000000002,20.0
630,2146,ULSD,3140.82,2146,5685.9,22642.1,22036.45,16956.199999999997,152.0
634,2150,ULSD,1387.6499999999999,2150,1262.5,9523.8,8780.1,8261.3,252.0
636,2152,ULSD,1119.0,2152,0.0,8798.8,8068.5,8798.8,163.0
641,243,ULSD,4718.070000000001,243,92478.1,138667.3,112790.6,46189.19999999998,13781.0
642,245,ULSD,533.65,245,504221.7,565465.0,534669.9,61243.29999999999,24056.0
643,301,ULSD,5187.620000000002,301,342355.5,352014.6,346829.6,9659.099999999977,1132.0
644,302,ULSD,6583.199999999999,302,244162.7,281027.2,263545.8,36864.5,13865.0
645,303,ULSD,9519.359999999999,303,231775.7,243508.7,237316.4,11733.0,1695.0
646,304,ULSD,18173.349999999988,304,181312.8,306788.3,253316.75,125475.5,15926.0
647,305,ULSD,6522.09,305,227952.9,264257.9,246958.0,36305.00000000003,13057.0
648,306,ULSD,8156.700000000001,306,234021.3,284361.0,260505.5,50339.70000000001,15383.0
649,307,ULSD,19859.93,307,150530.6,292574.8,220337.4,142044.19999999998,18981.0
650,308,ULSD,21419.850000000017,308,253439.1,389428.4,318432.5,135989.30000000002,12431.0
651,309,ULSD,8107.7400000000025,309,173855.3,229102.4,202252.5,55247.100000000006,17323.0
652,310,ULSD,6471.16,310,191409.1,260908.7,224618.6,69499.6,24871.0
