,TRNUNT,TRNPI1,TRNPQ1,EquipmentID,min_odo,max_odo,odo_change
335,1853,ULSD,21950.259999999987,1853,102165.4,262714.2,160548.80000000002
336,1854,ULSD,19173.69,1854,101867.4,246503.5,144636.1
337,1855,ULSD,20453.819999999996,1855,103222.9,250739.9,147517.0
338,1856,ULSD,18908.89999999999,1856,98932.5,232350.0,133417.5
339,1857,ULSD,18981.240000000005,1857,100445.5,480538.7,380093.2
340,1858,ULSD,19329.300000000007,1858,89228.4,226167.1,136938.7
341,1859,ULSD,18273.47,1859,0.0,248580.1,248580.1
342,1860,ULSD,24505.560000000012,1860,118526.2,289758.2,171232.0
343,1861,ULSD,22707.029999999995,1861,107872.5,567612.8,459740.30000000005
344,1862,ULSD,20470.409999999993,1862,107252.6,252803.6,145551.0
345,1863,ULSD,21283.760000000013,1863,106933.5,259092.9,152159.4
346,1864,ULSD,14446.070000000018,1864,103412.9,227969.2,124556.30000000002
347,1865,ULSD,18559.280000000013,1865,97826.1,230682.2,132856.1
348,1866,ULSD,17775.410000000003,1866,97456.6,229381.6,131925.0
349,1867,ULSD,21809.780000000017,1867,87828.1,239529.9,151701.8
350,1868,ULSD,21907.619999999995,1868,88419.9,243710.8,155290.9
351,1869,ULSD,13095.840000000006,1869,71080.3,165428.8,94348.49999999999
352,1870,ULSD,22637.980000000003,1870,79121.3,242474.6,163353.3
353,1871,ULSD,23294.43,1871,101136.5,269133.2,167996.7
354,1872,ULSD,22210.599999999995,1872,92328.3,257172.0,164843.7
355,1873,ULSD,26267.95999999999,1873,105160.0,277872.6,172712.59999999998
356,1874,ULSD,22748.220000000005,1874,83702.1,247014.7,163312.6
357,1875,ULSD,21856.63,1875,93098.3,244492.8,151394.5
358,1876,ULSD,20676.059999999983,1876,102281.0,248770.6,146489.6
359,1877,ULSD,20634.31000000001,1877,87776.2,229619.9,141843.7
360,1878,ULSD,20162.53000000001,1878,91838.2,231147.2,139309.0
361,1879,ULSD,19441.80000000001,1879,89942.2,228288.2,138346.0
362,1880,ULSD,19742.760000000002,1880,100407.6,202044.4,101636.79999999999
363,1881,ULSD,22176.64,1881,106248.6,263153.8,156905.19999999998
364,1882,ULSD,20252.530000000006,1882,94960.1,234782.0,139821.9
365,1883,ULSD,22396.749999999996,1883,88745.4,250264.5,161519.1
366,1884,ULSD,23779.180000000015,1884,85235.1,251778.8,166543.69999999998
367,1885,ULSD,21167.150000000012,1885,0.0,245060.6,245060.6
368,1886,ULSD,20592.310000000012,1886,90428.7,238715.8,148287.09999999998
369,1887,ULSD,20309.639999999985,1887,0.0,229872.4,229872.4
370,1888,ULSD,20251.65,1888,88433.5,238598.1,150164.6
371,1889,ULSD,22429.259999999995,1889,73606.9,224189.3,150582.4
372,1890,ULSD,22207.640000000007,1890,0.0,209594.8,209594.8
373,1891,ULSD,23149.090000000004,1891,61491.5,250124.8,188633.3
374,1892,ULSD,21185.559999999998,1892,65251.9,243252.0,178000.1
375,1893,ULSD,18880.449999999997,1893,5083.7,211971.0,206887.3
