,DriverID,Week,TotalFuelUsed,TotalFuelBought,FuelDifference,FuelDifferencePct
92,ALBJ,42,288.1,379.09000000000003,90.99000000000001,31.58278375564041
93,ALBJ,43,376.7,471.84000000000003,95.14000000000004,25.256172020175228
94,ALBJ,44,436.6,406.32000000000005,-30.279999999999973,-6.935409986257435
95,ALBJ,45,412.5,405.4,-7.100000000000023,-1.7212121212121234
96,ALBJ,46,317.0,316.01,-0.9900000000000091,-0.3123028391167182
97,ALBJ,47,443.2,452.17,8.970000000000027,2.023916967509032
98,ALBJ,48,488.8,635.29,146.48999999999995,29.96931260229132
99,ALBJ,49,443.8,342.35,-101.44999999999999,-22.85939612438035
100,ALBJ,50,418.0,446.17,28.170000000000016,6.739234449760767
101,ALBJ,51,466.1,464.16,-1.9399999999999977,-0.4162196953443442
102,ALBJ,52,379.2,142.44,-236.76,-62.436708860759495
103,ALBME,11,313.0,479.34000000000003,166.34000000000003,53.143769968051124
104,ALBME,12,430.5,349.59999999999997,-80.90000000000003,-18.79210220673636
105,ALBME,13,380.1,312.61,-67.49000000000001,-17.75585372270455
106,ALBME,14,306.6,475.5799999999999,168.9799999999999,55.11415525114152
107,ALBME,15,491.8,323.07,-168.73000000000002,-34.30866205774705
108,ALBME,16,338.8,474.83,136.02999999999997,40.15053128689492
109,ALBME,17,407.3,402.15,-5.150000000000034,-1.2644242573042086
110,ALBME,18,369.5,156.47,-213.03,-57.65358592692829
111,ALBME,19,107.2,330.1,222.90000000000003,207.92910447761196
112,ALBME,20,392.3,428.55,36.25,9.24037726229927
113,ALBME,21,469.3,312.62,-156.68,-33.385893884508846
114,ALBME,22,275.0,489.27,214.26999999999998,77.91636363636363
115,ALBME,23,445.7,465.81,20.110000000000014,4.51200358985866
116,ALBME,24,402.6,122.84,-279.76,-69.4883258817685
117,ALBME,25,232.6,571.82,339.22,145.83834909716256
118,ALBME,26,471.1,360.08,-111.02000000000004,-23.56612184249629
119,ALBME,27,360.2,125.28,-234.92,-65.21932259855636
120,ALBME,28,151.0,482.49999999999994,331.49999999999994,219.5364238410596
121,ALBME,29,460.2,480.83000000000004,20.630000000000052,4.482833550630172
122,ALBME,30,384.5,314.21999999999997,-70.28000000000003,-18.27828348504552
123,ALBME,31,425.2,434.82,9.620000000000005,2.262464722483548
124,ALBME,32,323.2,360.24,37.04000000000002,11.46039603960396
125,ALBME,33,362.2,257.35,-104.84999999999997,-28.94809497515184
126,ALBME,34,266.0,438.23,172.23000000000002,64.74812030075188
127,ALBME,35,413.8,353.43,-60.370000000000005,-14.589173513774767
128,ALBME,36,290.1,424.99,134.89,46.49775939331264
129,ALBME,37,437.8,347.81,-89.99000000000001,-20.555047967108276
130,ALBME,38,355.1,342.69,-12.410000000000025,-3.494790199943687
131,ALBME,39,381.3,431.2,49.89999999999998,13.086808287437712
132,ALBME,40,334.7,433.86000000000007,99.16000000000008,29.62653122198986
133,ALBME,41,413.7,358.14,-55.56,-13.430021754894849
134,ALBME,42,345.1,116.09,-229.01000000000002,-66.3604752245726
135,ALBME,43,96.3,469.38,373.08,387.4143302180685
136,ALBME,44,458.6,219.47000000000003,-239.13,-52.143480156999566
137,ALBME,45,270.5,417.63,147.13,54.391866913123856
138,ALBME,47,105.7,264.29,158.59000000000003,150.03784295175024
139,ALBME,48,202.2,338.33,136.13,67.324431256182
140,ALBME,49,443.5,435.99999999999994,-7.500000000000057,-1.6910935738444377
141,ALBME,50,437.2,552.9200000000001,115.72000000000008,26.468435498627652
142,ALBME,51,477.3,345.17999999999995,-132.12000000000006,-27.680703959773744
143,ALBME,52,238.3,261.11,22.810000000000002,9.571968107427619
144,ALDS,29,325.8,381.98,56.18000000000001,17.243707796193995
145,ALDS,30,346.1,373.09000000000003,26.99000000000001,7.798324183761918
146,ALDS,31,312.1,453.12,141.01999999999998,45.184235821851956
147,ALDS,32,430.8,311.56,-119.24000000000001,-27.678737233054783
148,ALDS,33,332.0,390.25,58.25,17.545180722891573
149,ALDS,34,392.7,390.34999999999997,-2.3500000000000227,-0.5984211866564837
150,ALDS,35,382.3,308.41,-73.88999999999999,-19.327753073502485
151,ALDS,36,235.8,352.37,116.57,49.43596268023749
152,ALDS,37,398.5,402.75,4.25,1.0664993726474226
153,ALDS,38,347.6,411.55,63.94999999999999,18.39758342922899
154,ALDS,39,416.2,375.17,-41.02999999999997,-9.85824123017779
155,ALDS,40,303.7,508.15,204.45,67.31972341126111
156,ALDS,41,520.6,278.46,-242.14000000000004,-46.5117172493277
157,ALDS,42,227.5,289.39,61.889999999999986,27.204395604395604
158,ALDS,43,263.6,415.04,151.44,57.450682852807276
159,ALDS,44,446.6,343.38,-103.22000000000003,-23.112404836542776
160,ALDS,45,333.7,331.78000000000003,-1.919999999999959,-0.5753670961941793
161,ALDS,46,302.6,281.7,-20.900000000000034,-6.906807666886994
162,ALDS,47,354.8,343.58,-11.220000000000027,-3.1623449830890715
163,ALDS,48,234.6,250.03,15.430000000000007,6.5771526001705105
164,ALDS,49,348.8,408.47,59.670000000000016,17.107224770642215
165,ALDS,50,348.0,230.0,-118.0,-33.90804597701149
166,ALDS,51,290.7,257.03,-33.670000000000016,-11.58238734090128
167,ALDS,52,209.3,374.83,165.52999999999997,79.08743430482559
168,ALLMA,1,366.5,391.43,24.930000000000007,6.802182810368351
169,ALLMA,2,304.2,288.45,-15.75,-5.177514792899407
170,ALLMA,3,348.1,267.08000000000004,-81.01999999999998,-23.274920999712723
171,ALLMA,4,269.5,429.99999999999994,160.49999999999994,59.55473098330239
172,ALLMA,5,392.0,254.6,-137.4,-35.05102040816327
173,ALLMA,6,247.0,327.86,80.86000000000001,32.73684210526315
174,ALLMA,7,354.8,316.75,-38.05000000000001,-10.724351747463368
175,ALLMA,8,335.1,458.98,123.88,36.968069233064746
176,ALLMA,9,720.5,324.88,-395.62,-54.90909090909091
177,ALLMA,11,335.2,299.88,-35.31999999999999,-10.536992840095461
178,ALLMA,12,543.7,301.63,-242.07000000000005,-44.52271473238919
179,ALLMA,14,336.1,395.65,59.549999999999955,17.71794108896161
180,ALLMIC,1,247.8,399.41999999999996,151.61999999999995,61.18644067796608
181,ALLMIC,2,455.3,398.91,-56.389999999999986,-12.385240500768724
182,ALLMIC,3,371.3,236.18,-135.12,-36.3910584433073
183,ALLMIC,4,208.3,326.81,118.50999999999999,56.89390302448392
184,ALLMIC,5,368.0,404.20000000000005,36.200000000000045,9.836956521739149
185,ALLMIC,6,445.1,400.36,-44.74000000000001,-10.051673781172777
186,ALLMIC,7,436.7,485.04,48.34000000000003,11.069384016487295
187,ALLMIC,8,405.5,454.37,48.870000000000005,12.05178791615289
188,ALLMIC,9,444.0,329.03,-114.97000000000003,-25.89414414414415
189,ALLMIC,10,332.7,312.66999999999996,-20.03000000000003,-6.020438833784203
190,ALLMIC,11,237.8,336.61,98.81,41.551724137931025
191,ALLMIC,12,344.2,443.37,99.17000000000002,28.811737361998844
192,ALLMIC,13,476.7,462.27,-14.430000000000007,-3.027061044682189
193,ALLMIC,14,416.3,304.56,-111.74000000000001,-26.84122027384098
194,ALLMIC,15,312.8,249.98,-62.82000000000002,-20.08312020460359
195,ALLMIC,16,316.8,483.28,166.47999999999996,52.550505050505045
196,ALLMIC,17,401.7,358.09,-43.610000000000014,-10.856360468010962
197,ALLMIC,18,376.0,435.96000000000004,59.960000000000036,15.946808510638299
198,ALLMIC,19,436.5,197.98999999999998,-238.51000000000002,-54.641466208476515
199,ALLMIC,20,165.3,311.90999999999997,146.60999999999996,88.6932849364791
200,ALLMIC,21,397.7,394.4,-3.3000000000000114,-0.8297711843097799
201,ALLMIC,22,381.0,511.95000000000005,130.95000000000005,34.370078740157496
202,ALLMIC,23,377.6,303.35,-74.25,-19.663665254237284
203,ALLMIC,24,224.0,473.75,249.75,111.49553571428572
204,ALLMIC,25,452.7,357.74,-94.95999999999998,-20.976364037994255
205,ALLMIC,26,419.1,385.46,-33.64000000000004,-8.026723932235758
206,ALLMIC,27,270.5,422.96000000000004,152.46000000000004,56.36229205175602
207,ALLMIC,28,457.1,509.63,52.52999999999997,11.492014876394663
208,ALLMIC,29,413.5,239.57,-173.93,-42.062877871825876
209,ALLMIC,30,178.8,398.57,219.76999999999998,122.91387024608498
210,ALLMIC,31,507.1,481.23,-25.870000000000005,-5.1015578781305475
211,ALLMIC,32,361.7,386.21,24.50999999999999,6.776333978435156
212,ALLMIC,33,434.2,528.87,94.67000000000002,21.803316444035016
213,ALLMIC,34,423.7,208.26,-215.44,-50.84729761623791
214,ALLMIC,35,200.1,500.58,300.48,150.1649175412294
215,ALLMIC,36,448.3,508.5,60.19999999999999,13.428507695739466
216,ALLMIC,37,466.7,424.86,-41.839999999999975,-8.96507392329119
217,ALLMIC,38,415.8,268.74,-147.06,-35.36796536796537
218,ALLMIC,39,180.3,398.09,217.78999999999996,120.79312257348862
219,ALLMIC,40,462.3,348.58,-113.72000000000003,-24.5987454034177
220,ALLMIC,41,319.3,418.71999999999997,99.41999999999996,31.136861885374234
221,ALLMIC,42,420.3,356.61,-63.69,-15.15346181299072
222,ALLMIC,43,294.8,451.4,156.59999999999997,53.120759837177744
223,ALLMIC,44,403.7,367.15,-36.55000000000001,-9.053752786722812
224,ALLMIC,45,410.0,523.9899999999999,113.9899999999999,27.802439024390214
225,ALLMIC,46,425.1,433.77,8.669999999999959,2.0395201129145946
226,ALLMIC,47,458.6,205.26,-253.34000000000003,-55.24204099433058
227,ALLMIC,48,137.3,421.04999999999995,283.74999999999994,206.66423889293512
228,ALLMIC,49,395.2,332.74,-62.45999999999998,-15.80465587044534
229,ALLMIC,50,408.5,468.40000000000003,59.900000000000034,14.66340269277846
230,ALLMIC,51,441.3,318.97,-122.32999999999998,-27.72037162927713
231,AMAD,1,261.3,281.23,19.930000000000007,7.627248373517026
232,AMAD,2,390.2,424.28999999999996,34.089999999999975,8.736545361353155
233,AMAD,3,343.5,458.14,114.63999999999999,33.374090247452685
234,AMAD,4,437.0,193.04000000000002,-243.95999999999998,-55.826086956521735
235,AMAD,5,319.2,502.66999999999996,183.46999999999997,57.4780701754386
236,AMAD,6,352.1,331.79999999999995,-20.300000000000068,-5.765407554671986
237,AMAD,7,408.8,410.42999999999995,1.6299999999999386,0.3987279843444158
238,AMAD,8,333.5,401.08,67.57999999999998,20.263868065967007
239,AMAD,9,434.7,325.45000000000005,-109.24999999999994,-25.13227513227512
240,AMAD,10,406.1,276.37,-129.73000000000002,-31.945333661659692
241,AMAD,11,319.8,569.54,249.73999999999995,78.09255784865539
242,AMAD,12,392.0,274.04,-117.95999999999998,-30.091836734693878
243,AMAD,13,378.6,351.90999999999997,-26.690000000000055,-7.049656629688339
244,AMAD,14,385.3,390.13,4.829999999999984,1.253568647806902
245,AMAD,15,331.1,432.77,101.66999999999996,30.70673512533977
246,AMAD,16,411.6,385.15999999999997,-26.440000000000055,-6.4237123420797015
247,AMAD,17,284.0,345.06,61.06,21.500000000000007
248,AMAD,18,439.6,332.78,-106.82000000000005,-24.299363057324854
249,AMAD,19,284.1,389.44,105.33999999999997,37.07849348820837
250,AMAD,20,437.2,417.15999999999997,-20.04000000000002,-4.583714547118034
251,AMAD,21,650.7,479.68,-171.02000000000004,-26.282465037651757
252,AMAD,23,420.0,319.0,-101.0,-24.04761904761905
253,AMAD,24,188.7,448.37,259.67,137.60996290408056
254,AMAD,25,439.5,280.2,-159.3,-36.24573378839591
255,AMAD,26,377.0,445.70000000000005,68.70000000000005,18.22281167108755
256,AMAD,27,377.0,556.34,179.34000000000003,47.570291777188345
257,AMAD,28,423.8,188.07,-235.73000000000002,-55.62293534686174
258,AMAD,29,306.6,495.06,188.45999999999998,61.46771037181995
259,AMAD,30,412.7,365.17,-47.52999999999997,-11.516840319844912
260,AMAD,31,472.8,553.46,80.66000000000003,17.0600676818951
261,AMAD,32,378.8,236.77999999999997,-142.02000000000004,-37.4920802534319
262,AMAD,33,184.0,339.74,155.74,84.64130434782608
263,AMAD,34,633.5,328.53999999999996,-304.96000000000004,-48.13891081294397
264,AMAD,36,737.9,377.64000000000004,-360.25999999999993,-48.822333649546
265,AMAD,38,434.8,292.47,-142.32999999999998,-32.734590616375336
266,AMAD,39,298.3,504.88,206.57999999999998,69.2524304391552
267,AMAD,40,475.1,427.52,-47.58000000000004,-10.014733740265214
268,AMAD,42,788.4,363.61,-424.78999999999996,-53.88001014713344
269,AMAD,44,441.2,311.0,-130.2,-29.510426110607433
270,AMAD,45,306.0,511.55,205.55,67.1732026143791
271,AMAD,46,435.5,245.67000000000002,-189.82999999999998,-43.58897818599311
272,AMAD,47,286.7,517.61,230.91000000000003,80.54063480990582
273,AMAD,48,427.0,412.32,-14.680000000000007,-3.437939110070254
274,AMAD,49,400.7,277.19,-123.50999999999999,-30.82355877214874
275,AMAD,50,275.2,298.04999999999995,22.849999999999966,8.303052325581373
276,AMAD,51,358.6,208.88,-149.72000000000003,-41.75125488008924
277,AMAD,52,230.1,446.19,216.09,93.91134289439375
278,AMMC,5,36.0,430.67999999999995,394.67999999999995,1096.333333333333
279,AMMC,6,429.6,447.22,17.620000000000005,4.101489757914334
280,AMMC,7,420.7,379.87,-40.829999999999984,-9.705253149512716
281,AMMC,8,332.6,314.74,-17.860000000000014,-5.369813589897776
282,AMMC,9,369.2,389.56,20.360000000000014,5.5146262188515704
283,AMMC,10,364.2,392.02,27.819999999999993,7.638660076880832
284,AMMC,11,381.6,318.75,-62.85000000000002,-16.470125786163525
285,AMMC,12,271.3,482.62,211.32,77.89163287873203
286,AMMC,13,513.6,408.79,-104.81,-20.40693146417445
287,AMMC,14,357.7,255.85,-101.85,-28.47358121330724
288,AMMC,15,228.3,436.31999999999994,208.01999999999992,91.11695137976344
289,AMMC,16,490.5,438.67,-51.829999999999984,-10.566768603465848
290,AMMC,17,360.7,447.21999999999997,86.51999999999998,23.9866925422789
291,AMMC,18,425.5,297.61,-127.88999999999999,-30.05640423031727
292,AMMC,19,358.0,436.38,78.38,21.893854748603346
293,AMMC,20,355.0,416.73,61.73000000000002,17.3887323943662
294,AMMC,21,406.0,416.09000000000003,10.090000000000032,2.4852216748768585
295,AMMC,22,382.1,361.21999999999997,-20.880000000000052,-5.4645380790369185
296,AMMC,23,295.5,417.51,122.00999999999999,41.28934010152283
297,AMMC,24,417.0,415.32,-1.6800000000000068,-0.40287769784173033
298,AMMC,25,367.5,380.40999999999997,12.909999999999968,3.5129251700680264
299,AMMC,26,411.3,380.48,-30.819999999999993,-7.493313882810604
300,AMMC,27,405.6,343.06,-62.54000000000002,-15.419132149901383
301,AMMC,28,371.8,377.03,5.229999999999961,1.4066702528240826
302,AMMC,29,235.2,345.94,110.74000000000001,47.08333333333334
303,AMMC,30,425.0,402.92,-22.079999999999984,-5.1952941176470535
304,AMMC,31,337.7,435.11999999999995,97.41999999999996,28.848090020728456
305,AMMC,32,375.0,386.84000000000003,11.840000000000032,3.1573333333333453
306,AMMC,33,387.5,376.02,-11.480000000000018,-2.9625806451612946
307,AMMC,34,356.7,309.97,-46.72999999999996,-13.10064479955143
308,AMMC,35,340.7,437.94,97.24000000000001,28.54123862635751
309,AMMC,36,374.5,382.42999999999995,7.92999999999995,2.117489986648846
310,AMMC,37,378.7,365.65999999999997,-13.04000000000002,-3.443358859255352
311,AMMC,38,311.8,363.89,52.089999999999975,16.706221937139176
312,AMMC,39,347.3,423.12,75.82,21.8312697955658
313,AMMC,40,430.8,391.15,-39.650000000000034,-9.203806870937804
314,AMMC,41,433.8,258.96,-174.84000000000003,-40.304287690179805
315,AMMC,42,275.5,423.02,147.51999999999998,53.54627949183302
316,AMMC,43,387.7,343.99,-43.70999999999998,-11.274181067835954
317,AMMC,44,369.5,464.95,95.44999999999999,25.83220568335589
318,AMMC,45,368.1,364.72,-3.3799999999999955,-0.9182287421896196
319,AMMC,46,457.8,447.03,-10.770000000000039,-2.3525557011795595
320,AMMC,47,353.2,460.92,107.72000000000003,30.498301245753122
321,AMMC,48,441.3,431.68,-9.620000000000005,-2.179922954905955
322,AMMC,49,410.1,427.27,17.16999999999996,4.18678371128991
323,AMMC,50,369.8,346.42,-23.379999999999995,-6.322336398052997
324,AMMC,51,375.2,308.96,-66.24000000000001,-17.654584221748404
325,AMMC,52,279.0,451.93999999999994,172.93999999999994,61.98566308243725
326,ANDANT,6,183.2,393.27,210.07,114.66703056768561
327,ANDANT,7,276.7,170.36,-106.33999999999997,-38.4315142753885
328,ANDANT,8,199.1,507.91,308.81000000000006,155.10296333500756
329,ANDANT,9,382.0,490.39,108.38999999999999,28.374345549738212
330,ANDANT,10,444.0,267.85,-176.14999999999998,-39.673423423423415
331,ANDANT,11,359.7,479.47,119.77000000000004,33.29719210453157
332,ANDANT,12,457.1,343.76,-113.34000000000003,-24.79544957339751
333,ANDANT,13,352.6,291.75,-60.85000000000002,-17.2575155984118
334,ANDANT,14,236.8,446.88,210.07999999999998,88.71621621621621
335,ANDANT,15,412.0,275.01,-136.99,-33.25
336,ANDANT,16,373.3,345.24,-28.060000000000002,-7.516742566300561
337,ANDJER,1,409.6,65.43,-344.17,-84.02587890625
338,ANDJER,2,160.0,359.25,199.25,124.53124999999999
339,ANDJER,3,359.1,544.8299999999999,185.7299999999999,51.720969089390124
340,ANDJER,4,428.7,290.71,-137.99,-32.1880102635876
341,ANDJER,5,382.3,335.25,-47.05000000000001,-12.30708867381638
342,ANDJER,6,298.2,472.86999999999995,174.66999999999996,58.57478202548625
343,ANDJER,7,385.5,354.87,-30.629999999999995,-7.945525291828792
344,ANDJER,8,410.8,269.14,-141.66000000000003,-34.48393378773126
345,ANDJER,9,235.2,333.61,98.41000000000003,41.840986394557845
346,ANDJER,10,352.7,453.82,101.12,28.670258009639916
347,ANDJER,11,340.0,209.82,-130.18,-38.28823529411765
348,ANDJER,12,248.6,406.4100000000001,157.8100000000001,63.47948511665329
349,ANDJER,13,331.5,156.91000000000003,-174.58999999999997,-52.666666666666664
350,ANDJER,14,298.6,488.09999999999997,189.49999999999994,63.462826523777615
351,ANDJER,15,364.0,260.46999999999997,-103.53000000000003,-28.4423076923077
352,ANDJER,16,264.0,280.8,16.80000000000001,6.363636363636371
353,ANDJER,17,237.7,294.0,56.30000000000001,23.68531762726125
354,ANDJER,18,372.6,243.89,-128.71000000000004,-34.543746645195924
355,ANDJER,21,48.6,535.37,486.77,1001.5843621399176
356,ANDJER,22,477.2,362.11,-115.08999999999997,-24.11777032690695
357,ANDJER,23,312.1,286.42,-25.680000000000007,-8.228132008971489
358,ANDJER,24,339.6,374.32,34.71999999999997,10.223792697290923
359,ANDJER,25,331.5,356.59000000000003,25.090000000000032,7.568627450980392
360,ANDJER,26,349.6,345.84,-3.7600000000000477,-1.0755148741418918
361,ANDJER,27,380.5,457.03,76.52999999999997,20.113009198423114
362,ANDJER,28,328.8,264.98,-63.81999999999999,-19.409975669099754
363,ANDJER,29,356.0,307.34000000000003,-48.65999999999997,-13.668539325842687
364,ANDJER,30,305.1,446.52,141.41999999999996,46.35201573254668
365,ANDJER,31,384.2,376.01000000000005,-8.18999999999994,-2.1317022384174766
366,ANDJER,32,327.1,369.21000000000004,42.110000000000014,12.873738917762157
367,ANDJER,33,385.0,375.9,-9.100000000000023,-2.3636363636363678
368,ANDJER,34,344.0,348.38,4.3799999999999955,1.2732558139534778
369,ANDJER,35,300.3,395.93,95.63,31.844821844821848
370,ANDJER,36,347.8,273.42,-74.38,-21.38585393904543
371,ANDJER,37,386.6,464.02,77.41999999999996,20.025866528711834
372,ANDJER,38,431.5,281.43,-150.07,-34.77867902665122
373,ANDJER,39,194.6,373.51,178.91,91.93730729701952
374,ANDJER,40,381.2,276.16,-105.03999999999996,-27.55508919202517
375,ANDJER,41,284.3,433.86999999999995,149.56999999999994,52.609919099542715
376,ANDJER,42,363.8,414.59999999999997,50.799999999999955,13.963716327652541
377,ANDJER,43,361.3,335.48,-25.819999999999993,-7.146415721007471
378,ANDJER,44,394.1,370.88000000000005,-23.21999999999997,-5.891905607713765
379,ANDJER,45,323.6,353.47,29.870000000000005,9.230531520395546
380,ANDJER,46,434.1,429.78,-4.32000000000005,-0.9951624049758245
381,ANDJER,47,373.8,103.6,-270.20000000000005,-72.28464419475655
382,ANDJER,48,109.8,436.92,327.12,297.92349726775956
383,ANDJER,49,440.2,411.29,-28.909999999999968,-6.567469332121756
384,ANDJER,50,360.8,416.48,55.68000000000001,15.432372505543235
385,ANDJER,51,459.5,360.92999999999995,-98.57000000000005,-21.451577801958667
386,ANDJER,52,255.2,434.78999999999996,179.58999999999997,70.37225705329153
387,ANDR,1,316.8,324.09,7.289999999999964,2.301136363636358
388,ANTR,1,255.7,454.57,198.87,77.774736018772
389,ANTR,2,487.1,359.99,-127.11000000000001,-26.09525764730035
390,ANTR,3,272.1,343.22999999999996,71.12999999999994,26.141124586549047
391,ANTR,4,457.0,374.92,-82.07999999999998,-17.960612691466082
392,ANTR,5,337.8,370.01,32.20999999999998,9.5352279455299
393,ANTR,6,404.5,360.14,-44.360000000000014,-10.966625463535228
394,ANTR,7,307.5,372.03,64.52999999999997,20.985365853658532
395,ANTR,8,416.0,361.28,-54.72000000000003,-13.15384615384616
396,ANTR,9,254.2,402.12,147.92000000000002,58.19040125885131
397,ANTR,10,439.0,257.03,-181.97000000000003,-41.45102505694761
398,ANTR,11,238.5,417.46,178.95999999999998,75.0356394129979
399,ANTR,12,332.7,341.14,8.439999999999998,2.5368199579200557
