,TRNUNT,TRNPI1,TRNPQ1,EquipmentID,min_odo,max_odo,mean_odo,min_mean_variance,max_mean_variance,variance_of_variances,odo_change,Count
155,1675,ULSD,17593.78000000001,1675,403226.0,520788.1,464716.64891338063,56071.451086619345,61490.64891338063,5419.197826761287,117562.09999999998,13160.0
156,1676,ULSD,18109.35,1676,371794.4,493197.2,436524.84089513915,56672.359104860865,64730.44089513912,8058.081790278258,121402.79999999999,14657.0
157,1677,ULSD,20195.72999999999,1677,396857.4,531804.1,464854.4372669793,66949.66273302067,67997.03726697929,1047.3745339586167,134946.69999999995,18346.0
158,1678,ULSD,17674.25,1678,417101.9,535508.2,478619.35859516746,56888.84140483249,61517.45859516744,4628.617190334946,118406.29999999993,14322.0
159,1679,ULSD,17532.65000000001,1679,15106.8,480993.4,426033.16865566024,54960.23134433979,410926.36865566025,355966.13731132046,465886.60000000003,15502.0
160,1680,ULSD,14913.290000000005,1680,395200.6,490900.4,448561.3989942829,42339.001005717146,53360.7989942829,11021.797988565755,95699.80000000005,13821.0
161,1681,ULSD,17357.030000000006,1681,65541.2,473347.7,413748.0033712707,59599.69662872929,348206.8033712707,288607.1067425414,407806.5,16433.0
162,1682,ULSD,15756.030000000006,1682,112198.5,467972.7,418238.6888652891,49734.01113471092,306040.1888652891,256306.17773057817,355774.2,12241.0
163,1683,ULSD,18001.370000000003,1683,374047.2,504651.0,445031.5099399183,59619.490060081705,70984.30993991828,11364.819879836577,130603.79999999999,18974.0
164,1684,ULSD,22275.689999999984,1684,326495.8,483195.0,412710.8931060829,70484.10689391708,86215.09310608293,15730.986212165852,156699.2,20975.0
165,1685,ULSD,15080.720000000008,1685,209003.2,551103.6,405533.39888801705,145570.20111198293,196530.19888801704,50959.99777603411,342100.39999999997,15198.0
166,1686,ULSD,21369.919999999995,1686,346312.2,525752.9,447732.0717629915,78020.82823700854,101419.87176299148,23399.04352598294,179440.7,15122.0
167,1687,ULSD,21787.959999999995,1687,317900.8,467205.4,394338.4458730345,72866.95412696555,76437.64587303449,3570.6917460689438,149304.60000000003,17422.0
168,1688,ULSD,15730.840000000006,1688,360633.2,466494.5,409098.8225430322,57395.677456967824,48465.622543032165,-8930.054913935659,105861.29999999999,17837.0
169,1689,ULSD,19706.839999999997,1689,164750.9,498410.2,432384.64269060787,66025.55730939214,267633.7426906079,201608.18538121576,333659.30000000005,13982.0
170,1690,ULSD,21217.47999999999,1690,371818.9,515839.4,447337.2994197656,68502.10058023443,75518.39941976557,7016.29883953114,144020.5,14994.0
171,1691,ULSD,16500.31000000001,1691,385175.9,499992.1,449161.244148132,50830.85585186799,63985.34414813196,13154.488296263968,114816.19999999995,14474.0
172,1692,ULSD,19454.339999999997,1692,428017.7,559435.8,495894.4796423466,63541.32035765343,67876.7796423466,4335.459284693177,131418.10000000003,16888.0
173,1693,ULSD,21674.11,1693,340043.7,489710.5,415918.0759477398,73792.42405226018,75874.37594773981,2081.9518954796367,149666.8,17146.0
174,1694,ULSD,22917.550000000014,1694,383529.4,536024.2,461668.5776079164,74355.62239208358,78139.17760791635,3783.5552158327773,152494.79999999993,19297.0
175,1695,ULSD,19655.690000000002,1695,357572.0,489134.2,422904.87184191187,66229.32815808814,65332.87184191187,-896.456316176278,131562.2,12373.0
176,1696,ULSD,21934.32999999999,1696,369995.9,514256.1,443718.33009173896,70537.76990826102,73722.43009173893,3184.660183477914,144260.19999999995,16895.0
177,1697,ULSD,22744.870000000024,1697,336965.7,491092.1,412346.52982904983,78745.57017095014,75380.82982904982,-3364.740341900324,154126.39999999997,17198.0
178,1698,ULSD,18749.939999999995,1698,329709.7,462788.8,390431.1066108951,72357.69338910491,60721.406610895065,-11636.286778209847,133079.09999999998,14703.0
179,1699,ULSD,23760.000000000025,1699,338831.8,503529.8,424885.5214294554,78644.27857054461,86053.72142945539,7409.44285891077,164698.0,16216.0
180,1700,ULSD,19955.22000000001,1700,348031.1,478594.3,412496.6001510598,66097.69984894019,64465.50015105982,-1632.1996978803654,130563.20000000001,17212.0
181,1701,ULSD,21808.94,1701,359019.8,504053.9,426402.1807026484,77651.7192973516,67382.38070264843,-10269.338594703178,145034.10000000003,15655.0
182,1702,ULSD,18611.689999999988,1702,345901.2,465158.6,410649.3691129148,54509.2308870852,64748.169112914766,10238.938225829566,119257.39999999997,18341.0
183,1703,ULSD,25057.020000000004,1703,352794.9,521998.6,436712.89772524365,85285.70227475633,83917.99772524362,-1367.7045495127095,169203.69999999995,14551.0
